questions,keys,datadic
"8. Can't concentrate, can't pay attention for long",CBCL_08,CBCL
"""9. Can't get his/her mind off certain thoughts  obsessions""",CBCL_09,CBCL
"10. Can't sit still, restless or hyperactive",CBCL_10,CBCL
11. Clings to adults or too dependent,CBCL_11,CBCL
12. Complains of loneliness,CBCL_12,CBCL
13. Confused or seems to be in a fog,CBCL_13,CBCL
14. Cries a lot,CBCL_14,CBCL
15. Cruel to animals,CBCL_15,CBCL
"16. Cruelty, bullying, or meanness to others",CBCL_16,CBCL
17. Daydreams or gets lost in his/her thoughts,CBCL_17,CBCL
18. Deliberately harms self or attempts suicide,CBCL_18,CBCL
19. Demands a lot of attention,CBCL_19,CBCL
20. Destroys his/her own things,CBCL_20,CBCL
21. Destroys things belonging to his/her family or others,CBCL_21,CBCL
22. Disobedient at home,CBCL_22,CBCL
23. Disobedient at school,CBCL_23,CBCL
24. Doesn't eat well,CBCL_24,CBCL
25. Doesn't get along well with other kids,CBCL_25,CBCL
26. Doesn't seem to feel guilty after misbehaving,CBCL_26,CBCL
27. Easily jealous,CBCL_27,CBCL
"28. Breaks rules at home, school, or elsewhere",CBCL_28,CBCL
"29. Fears certain animals, situations, or places, other than school",CBCL_29,CBCL
30. Fears going to school,CBCL_30,CBCL
31. Fears he/she might think or do something bad,CBCL_31,CBCL
32. Feels he/she has to be perfect,CBCL_32,CBCL
33. Feels or complains that no one loves him/her,CBCL_33,CBCL
34. Feels others are out to get him/her,CBCL_34,CBCL
35. Feels worthless or inferior,CBCL_35,CBCL
"36. Gets hurt a lot, accident-prone",CBCL_36,CBCL
37. Gets in many fights,CBCL_37,CBCL
38. Gets teased a lot,CBCL_38,CBCL
39. Hangs around with others who get in trouble,CBCL_39,CBCL
40. Hears sounds or voices that aren't there,CBCL_40,CBCL
41. Impulsive or acts without thinking,CBCL_41,CBCL
42. Would rather be alone than with others,CBCL_42,CBCL
43. Lying or cheating,CBCL_43,CBCL
44. Bites fingernails,CBCL_44,CBCL
"45. Nervous, highstrung, or tense",CBCL_45,CBCL
46. Nervous movements or twitching,CBCL_46,CBCL
47. Nightmares,CBCL_47,CBCL
48. Not liked by other kids,CBCL_48,CBCL
"49. Constipated, doesn't move bowels",CBCL_49,CBCL
50. Too fearful or anxious,CBCL_50,CBCL
51. Feels dizzy or lightheaded,CBCL_51,CBCL
52. Feels too guilty,CBCL_52,CBCL
53. Overeating,CBCL_53,CBCL
54. Overtired without good reason,CBCL_54,CBCL
55. Overweight,CBCL_55,CBCL
56A. Aches or pains (not stomach or headaches),CBCL_56A,CBCL
56B. Headaches,CBCL_56B,CBCL
"56C. Nausea, feels sick",CBCL_56C,CBCL
56D.A. Problems with eyes (not if corrected by glasses,CBCL_56D,CBCL
56E. Rashes or other skin problems,CBCL_56E,CBCL
56F. Stomachaches,CBCL_56F,CBCL
"56G. Vomiting, throwing up",CBCL_56G,CBCL
56H.A. Other,CBCL_56H,CBCL
57. Physically attacks people,CBCL_57,CBCL
"58. Picks nose, skin, or other parts of body",CBCL_58,CBCL
59. Plays with own sex parts in public,CBCL_59,CBCL
60. Plays with own sex parts too much,CBCL_60,CBCL
61. Poor school work,CBCL_61,CBCL
62. Poorly coordinated or clumsy,CBCL_62,CBCL
63. Prefers being with older kids,CBCL_63,CBCL
64. Prefers being with younger kids,CBCL_64,CBCL
65. Refuses to talk,CBCL_65,CBCL
"""66. Repeats certain acts over and over  compulsions """,CBCL_66,CBCL
67. Runs away from home,CBCL_67,CBCL
68. Screams a lot,CBCL_68,CBCL
"69. Secretive, keeps things to self",CBCL_69,CBCL
70. Sees things that aren't there,CBCL_70,CBCL
71. Self-conscious or easily embarrassed,CBCL_71,CBCL
72. Sets fires,CBCL_72,CBCL
73. Sexual problems,CBCL_73,CBCL
74. Showing off or clowning,CBCL_74,CBCL
75. Too shy or timid,CBCL_75,CBCL
76. Sleeps less than most kids,CBCL_76,CBCL
77. Sleeps more than most kids during day and/or night,CBCL_77,CBCL
78. Inattentive or easily distracted,CBCL_78,CBCL
79. Speech problem,CBCL_79,CBCL
80. Stares blankly ,CBCL_80,CBCL
81. Steals at home,CBCL_81,CBCL
82. Steals outside the home,CBCL_82,CBCL
83. Stores up too many things he/she doesn't need,CBCL_83,CBCL
84. Strange behavior,CBCL_84,CBCL
85. Strange ideas,CBCL_85,CBCL
"86. Stubborn, sullen, or irritable",CBCL_86,CBCL
87. Sudden changes in mood or feelings,CBCL_87,CBCL
88. Sulks a lot,CBCL_88,CBCL
89. Suspicious,CBCL_89,CBCL
90. Swearing or obscene language,CBCL_90,CBCL
91. Talks about killing self,CBCL_91,CBCL
92. Talks or walks in sleep,CBCL_92,CBCL
93. Talks too much,CBCL_93,CBCL
94. Teases a lot,CBCL_94,CBCL
95. Temper tantrums or hot temper,CBCL_95,CBCL
96. Thinks about sex too much,CBCL_96,CBCL
97. Threatens people,CBCL_97,CBCL
98. Thumb-sucking,CBCL_98,CBCL
"99. Smokes, chews, or sniffs tobacco",CBCL_99,CBCL
100. Trouble sleeping ,CBCL_100,CBCL
"101. Truancy, skips school",CBCL_101,CBCL
"102. Underactive, slow moving, or lacks energy",CBCL_102,CBCL
"103. Unhappy, sad, or depressed",CBCL_103,CBCL
104. Unusually loud,CBCL_104,CBCL
105. Uses drugs for nonmedical purposes (don't include alcohol or tobacco),CBCL_105,CBCL
106. Vandalism,CBCL_106,CBCL
107. Wets self during the day,CBCL_107,CBCL
108. Wets the bed,CBCL_108,CBCL
109. Whining,CBCL_109,CBCL
110. Wishes to be of opposite sex,CBCL_110,CBCL
"111. Withdrawn, doesn't get inolved with others",CBCL_111,CBCL
112. Worries,CBCL_112,CBCL
113A. Has other problem,CBCL_113A,CBCL
113B. Has other problem,CBCL_113B,CBCL
113C. Has other problem,CBCL_113C,CBCL
Anxious/Depressed Raw Score,CBCL_AD,CBCL
Anxious/Depressed T Score,CBCL_AD_T,CBCL
Withdrawn/Depressed Raw Score,CBCL_WD,CBCL
Withdrawn/Depressed T Score,CBCL_WD_T,CBCL
Somatic Complaints Raw Score,CBCL_SC,CBCL
Somatic Complaints T Score,CBCL_SC_T,CBCL
Social Problems Raw Score,CBCL_SP,CBCL
Social Problems T Score,CBCL_SP_T,CBCL
Thought Problems Raw Score,CBCL_TP,CBCL
Thought Problems T Score,CBCL_TP_T,CBCL
Attention Problems Raw Score,CBCL_AP,CBCL
Attention Problems T Score,CBCL_AP_T,CBCL
Rule Breaking Behavior Raw Score,CBCL_RBB,CBCL
Rule Breaking Behavior T Score,CBCL_RBB_T,CBCL
Aggressive Behavior Raw Score,CBCL_AB,CBCL
Aggressive Behavior T Score,CBCL_AB_T,CBCL
Other Problems Raw Score,CBCL_OP,CBCL
Internalizing Raw Score,CBCL_Int,CBCL
Internalizing T Score,CBCL_Int_T,CBCL
Externalizing Raw Score,CBCL_Ext,CBCL
Externalizing T Score,CBCL_Ext_T,CBCL
C Score Raw Score,CBCL_C,CBCL
Total Raw Score,CBCL_Total,CBCL
Total T Score,CBCL_Total_T,CBCL
"""1. Aches or pains (without medical cause  do not include stomach or headaches)""",CBCL_Pre_01,CBCL_Pre
2. Acts too young for age,CBCL_Pre_02,CBCL_Pre
3. Afraid to try new things,CBCL_Pre_03,CBCL_Pre
4. Avoids looking others in the eye,CBCL_Pre_04,CBCL_Pre
"5. Can't concentrate, can't pay attention for long",CBCL_Pre_05,CBCL_Pre
"6. Can't sit still, restless, or hyperactive",CBCL_Pre_06,CBCL_Pre
7. Can't stand having things out of place,CBCL_Pre_07,CBCL_Pre
"""8. Can't stand waiting  wants everything now""",CBCL_Pre_08,CBCL_Pre
9. Chews on things that aren't edible,CBCL_Pre_09,CBCL_Pre
10. Clings to adults or too dependent,CBCL_Pre_10,CBCL_Pre
11. Constantly seeks help,CBCL_Pre_11,CBCL_Pre
"12. Constipated, doesn't move bowels (when not sick)",CBCL_Pre_12,CBCL_Pre
13. Cries a lot,CBCL_Pre_13,CBCL_Pre
14. Cruel to animals,CBCL_Pre_14,CBCL_Pre
15. Defiant,CBCL_Pre_15,CBCL_Pre
16. Demands must be met immediately,CBCL_Pre_16,CBCL_Pre
17. Destroys his/her own things,CBCL_Pre_17,CBCL_Pre
18. Destroys things belonging to his/her family or other children,CBCL_Pre_18,CBCL_Pre
19. Diarrhea or loose bowels (when not sick),CBCL_Pre_19,CBCL_Pre
20. Disobedient,CBCL_Pre_20,CBCL_Pre
21. Disturbed by any change in routine,CBCL_Pre_21,CBCL_Pre
22. Doesn't want to sleep alone,CBCL_Pre_22,CBCL_Pre
23. Doesn't answer when people walk to him/her,CBCL_Pre_23,CBCL_Pre
24. Doesn't eat well (describe):,CBCL_Pre_24,CBCL_Pre
25. Doesn't get along with other children,CBCL_Pre_25,CBCL_Pre
"""26. Doesn't know how to have fun  acts like a little adult""",CBCL_Pre_26,CBCL_Pre
27. Doesn't seem to feel guilty after misbehaving,CBCL_Pre_27,CBCL_Pre
28. Doesn't want to go out of home,CBCL_Pre_28,CBCL_Pre
29. Easily frustrated,CBCL_Pre_29,CBCL_Pre
30. Easily jealous,CBCL_Pre_30,CBCL_Pre
31. Eats or drinks things that are not food-- don't include sweets (describe):,CBCL_Pre_31,CBCL_Pre
"32. Fears certain animals, situations, or places (describe):",CBCL_Pre_32,CBCL_Pre
33. Feelings are easily hurt,CBCL_Pre_33,CBCL_Pre
"34. Gets hurt a lot, addicent-prone",CBCL_Pre_34,CBCL_Pre
35. Gets in many fights,CBCL_Pre_35,CBCL_Pre
36. Gets into everything,CBCL_Pre_36,CBCL_Pre
37. Gets too upset when separated from parents,CBCL_Pre_37,CBCL_Pre
38. Has trouble getting into sleep,CBCL_Pre_38,CBCL_Pre
39. Headaches (without medical cause),CBCL_Pre_39,CBCL_Pre
40. Hits others,CBCL_Pre_40,CBCL_Pre
41. Holds his/her breath,CBCL_Pre_41,CBCL_Pre
42. Hurts animals or people without meaning to,CBCL_Pre_42,CBCL_Pre
43. Looks unhappy without good reason,CBCL_Pre_43,CBCL_Pre
44. Angry moods,CBCL_Pre_44,CBCL_Pre
"45. Nausea, feels sick (without medical cause)",CBCL_Pre_45,CBCL_Pre
46. Nervous movements or twitching (describe):,CBCL_Pre_46,CBCL_Pre
"47. Nervous, highstrung, or tense",CBCL_Pre_47,CBCL_Pre
48. Nightmares,CBCL_Pre_48,CBCL_Pre
49. Overeating,CBCL_Pre_49,CBCL_Pre
50. Overtired,CBCL_Pre_50,CBCL_Pre
51. Shows panic for no good reason,CBCL_Pre_51,CBCL_Pre
52. Painful bowel movements (without medical cause),CBCL_Pre_52,CBCL_Pre
53. Physically attacks people,CBCL_Pre_53,CBCL_Pre
"54. Picks nose, skin, or other parts of body (describe):",CBCL_Pre_54,CBCL_Pre
55. Plays with own sex parts too much,CBCL_Pre_55,CBCL_Pre
56. Poorly coordinated or clumsy,CBCL_Pre_56,CBCL_Pre
57. Problems with eyes (without medical cause (describe):,CBCL_Pre_57,CBCL_Pre
58. Punishment doesn't change his/her behavior,CBCL_Pre_58,CBCL_Pre
59. Quickly shifts from one activity to another,CBCL_Pre_59,CBCL_Pre
60. Rashes or other skin problems,CBCL_Pre_60,CBCL_Pre
61. Refuses to eat,CBCL_Pre_61,CBCL_Pre
62. Refuses to play active games,CBCL_Pre_62,CBCL_Pre
63. Repeatedly rocks head or body,CBCL_Pre_63,CBCL_Pre
64. Resists going to bed at night,CBCL_Pre_64,CBCL_Pre
65. Resists toilet training (describe):,CBCL_Pre_65,CBCL_Pre
66. Screams a lot,CBCL_Pre_66,CBCL_Pre
67. Seems unresponsive to affection,CBCL_Pre_67,CBCL_Pre
68. Self-conscious or easily embarrassed,CBCL_Pre_68,CBCL_Pre
69. Selfish or won't share,CBCL_Pre_69,CBCL_Pre
70. Shows little affection towards people,CBCL_Pre_70,CBCL_Pre
71. Shows little interest in things around him/her,CBCL_Pre_71,CBCL_Pre
72. Shows too little fear of getting hurt,CBCL_Pre_72,CBCL_Pre
73. Too shy or timid,CBCL_Pre_73,CBCL_Pre
74. Sleeps less than most kids during day and/or night (describe):,CBCL_Pre_74,CBCL_Pre
75. Smears or plays with bowel movements,CBCL_Pre_75,CBCL_Pre
76. Speech problem (describe),CBCL_Pre_76,CBCL_Pre
77. Stares into space or seems preoccupied,CBCL_Pre_77,CBCL_Pre
78. Stomachaches or cramps (without medical cause),CBCL_Pre_78,CBCL_Pre
79. Rapid shifts between sadness and excitement,CBCL_Pre_79,CBCL_Pre
80. Strange behavior (describe):,CBCL_Pre_80,CBCL_Pre
"81. Stubborn, sullen, or irritable",CBCL_Pre_81,CBCL_Pre
82. Sudden changes in mood or feelings,CBCL_Pre_82,CBCL_Pre
83. Sulks a lot,CBCL_Pre_83,CBCL_Pre
84. Talks or cries out in sleep,CBCL_Pre_84,CBCL_Pre
85. Temper tantrums or hot temper,CBCL_Pre_85,CBCL_Pre
86. Too concerned with neatness or cleanliness,CBCL_Pre_86,CBCL_Pre
87. Too fearful or anxious,CBCL_Pre_87,CBCL_Pre
88. Uncooperative,CBCL_Pre_88,CBCL_Pre
"89. Underactive, slow moving, or lacks energy",CBCL_Pre_89,CBCL_Pre
"90. Unhappy, sad, or depressed",CBCL_Pre_90,CBCL_Pre
91. Unusally loud,CBCL_Pre_91,CBCL_Pre
92. Upset by new people or situations (describe):,CBCL_Pre_92,CBCL_Pre
"93. Vomiting, throwing up (without medical cause)",CBCL_Pre_93,CBCL_Pre
94. Wakes up often at night,CBCL_Pre_94,CBCL_Pre
95. Wanders away,CBCL_Pre_95,CBCL_Pre
96. Wants a lot of attention,CBCL_Pre_96,CBCL_Pre
97.Whining,CBCL_Pre_97,CBCL_Pre
"98. Withdrawn, doesn't get involved with others",CBCL_Pre_98,CBCL_Pre
99. Worries,CBCL_Pre_99,CBCL_Pre
100. a. Please write in any problems the child has that were not listed above,CBCL_Pre_100a,CBCL_Pre
100. b. Please write in any problems the child has that were not listed above,CBCL_Pre_100b,CBCL_Pre
100. c. Please write in any problems the child has that were not listed above,CBCL_Pre_100c,CBCL_Pre
Aggressive Behavior Raw Score,CBCL_Pre_AB,CBCL_Pre
Aggressive Behavior T-Score,CBCL_Pre_AB_T,CBCL_Pre
Anxious/Depressed Raw Score,CBCL_Pre_AD,CBCL_Pre
Anxious/Depressed T-Score,CBCL_Pre_AD_T,CBCL_Pre
Attention Problems Raw Score,CBCL_Pre_AP,CBCL_Pre
Attention Problems T-Score,CBCL_Pre_AP_T,CBCL_Pre
Somatic Complaints Raw Score,CBCL_Pre_SC,CBCL_Pre
Somatic Complaints T-Score,CBCL_Pre_SC_T,CBCL_Pre
Sleep Problems Raw Score,CBCL_Pre_SP,CBCL_Pre
Sleep Problems T-Score,CBCL_Pre_SP_T,CBCL_Pre
Withdrawn Raw Score,CBCL_Pre_WD,CBCL_Pre
Withdrawn T-Score,CBCL_Pre_WD_T,CBCL_Pre
Externalizing Raw Score,CBCL_Pre_Ext,CBCL_Pre
Externalizing T-Score,CBCL_Pre_Ext_T,CBCL_Pre
Internalizing Raw Score,CBCL_Pre_Int,CBCL_Pre
Internalizing T-Score,CBCL_Pre_Int_T,CBCL_Pre
Attention Deficit/Hyperactivity Problems Raw Score,CBCL_Pre_DSM_ADHP,CBCL_Pre
Attention Deficit/Hyperactivity Problems T-Score,CBCL_Pre_DSM_ADHP_T,CBCL_Pre
Anxiety Problems Raw Score,CBCL_Pre_DSM_AnxP,CBCL_Pre
Anxiety Problems T-Score,CBCL_Pre_DSM_AnxP_T,CBCL_Pre
Affective Problems Raw Score,CBCL_Pre_DSM_AP,CBCL_Pre
Affective Problems T-Score,CBCL_Pre_DSM_AP_T,CBCL_Pre
Oppositional Defiant Problems Raw Score,CBCL_Pre_DSM_ODP,CBCL_Pre
Oppositional Defiant Problems T-Score,CBCL_Pre_DSM_ODP_T,CBCL_Pre
Pervasive Development Problems Raw Score,CBCL_Pre_DSM_PDP,CBCL_Pre
Pervasive Development Problems T-Scre,CBCL_Pre_DSM_PDP_T,CBCL_Pre
Other Problems Raw Score,CBCL_Pre_OP,CBCL_Pre
Total Raw Score,CBCL_Pre_Total,CBCL_Pre
Total T-Score,CBCL_Pre_Total_T,CBCL_Pre
"1. When you had problems, you thought about what you could do before you did something. ",CCSC_01,CCSC
2. You told yourself that you could handle this problem. ,CCSC_02,CCSC
3. You daydreamed that everything was okay. ,CCSC_03,CCSC
4. You asked your parent for help in figuring out what to do. ,CCSC_04,CCSC
5. You did something to make things better. ,CCSC_05,CCSC
6. When you had problems since the stressor you sought God's help. ,CCSC_06,CCSC
7. You told yourself that things would get better. ,CCSC_07,CCSC
8. You tried to ignore it. ,CCSC_08,CCSC
9. You told your parent how you felt about the problem. ,CCSC_09,CCSC
10. You thought about why it happened. ,CCSC_10,CCSC
11. You tried to notice or think about only the good things in your life. ,CCSC_11,CCSC
12. You tried to stay away from the problem. ,CCSC_12,CCSC
13. You told adults (other than your parent what you wanted them to do. ,CCSC_13,CCSC
"14. When you had problems since the stressor, you thought about what would happen before you decided what to do. ",CCSC_14,CCSC
15. You told yourself you have taken care of things like this before. ,CCSC_15,CCSC
16. You put your trust in God. ,CCSC_16,CCSC
17. You talked about your feelings to an adult other than your parent. ,CCSC_17,CCSC
18. You imagined how you'd like things to be. ,CCSC_18,CCSC
